YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202402,187735,1152911,1,1.53,"E","ASBURY",42.52,-90.72,4231200,9043200
202402,187735,1152912,1,.86,"NE","LOWDEN",41.86,-90.92,4151600,9055200
202402,187736,1152913,1,1.38,"S","GUILFORD",42.4,-90.3,4224000,9018000
202402,187736,1152914,1,1.53,"W","WARREN",42.5,-90.01,4230000,90600
202402,187736,1152915,1,.69,"S","WINSLOW",42.49,-89.8,4229400,8948000
202402,187736,1152916,1,2.47,"SE","SCIOTA MILLS",42.33,-89.63,4219800,8937800
202402,187736,1152917,1,.86,"NW","DAKOTA",42.39,-89.53,4223400,8931800
202402,187736,1152918,1,5.64,"WSW","MAGNOLIA",41.1038,-89.3062,416228,8918372
202402,187736,1152918,2,2.07,"N","MAGNOLIA",41.15,-89.2,419000,8912000
202402,187754,1153026,1,1.87,"ESE","EDISON",35.3387,-118.8398,3520322,11850388
202402,187754,1153026,2,1.97,"ESE","EDISON",35.3354,-118.8399,3520124,11850394
202402,187754,1153026,3,1.68,"SE","EDISON",35.3361,-118.8455,3520166,11850730
202402,187754,1153026,4,1.51,"ESE","EDISON",35.3406,-118.8459,3520436,11850754
202402,187754,1153028,1,3.94,"WNW","METTLER",35.0985,-119.0304,355910,1191824
202402,187754,1153028,2,3.6,"WNW","METTLER",35.0917,-119.028,355502,1191680
202402,187754,1153028,3,4.32,"WNW","METTLER",35.0923,-119.0414,355538,1192484
202402,187754,1153028,4,4.24,"E","LAKEVIEW",35.099,-119.045,355940,1192700
202402,187754,1153030,1,2.11,"NNW","METTLER",35.0985,-118.9831,355910,11858986
202402,187754,1153030,2,1.58,"NNW","METTLER",35.0905,-118.9825,355430,11858950
202402,187754,1153030,3,1.45,"NNW","METTLER",35.0905,-118.9753,355430,11858518
202402,187754,1153030,4,2.06,"NNW","METTLER",35.0993,-118.9775,355958,11858650
202402,187754,1153031,1,.69,"SSE","METTLER",35.061,-118.9647,353660,11857882
202402,187754,1153031,2,1.17,"SSE","METTLER",35.054,-118.9634,353240,11857804
202402,187754,1153031,3,1.12,"S","METTLER",35.0538,-118.9714,353228,11858284
202402,187754,1153031,4,.6,"SSW","METTLER",35.0615,-118.9724,353690,11858344
202402,187754,1153032,1,2.99,"SSW","LAKEVIEW",35.06,-119.14,353600,1198400
202402,187754,1153032,2,3.18,"SSW","LAKEVIEW",35.0572,-119.1409,353432,1198454
202402,187754,1153032,3,3.08,"SSW","LAKEVIEW",35.0575,-119.1365,353450,1198190
202402,187754,1153032,4,2.91,"SSW","LAKEVIEW",35.0601,-119.1365,353606,1198190
202402,187813,1153443,1,1.12,"WNW","BRIGHTON",39.2087,-77.0476,3912522,772856
202402,187583,1152075,1,2.68,"NE","WAUGH",32.3963,-86.0163,3223778,86978
202402,187583,1152075,2,.72,"NNW","BOYLSTON",32.4392,-86.2758,3226352,8616548
202402,187583,1152075,3,4.13,"SW","HUNTER",32.3453,-86.4777,3220718,8628662
202402,187583,1152075,4,1.71,"WSW","MC GEHEES",32.2439,-86.4084,3214634,8624504
202402,187583,1152075,5,1.37,"SSW","DEVENPORT",32.0509,-86.406,323054,8624360
202402,187583,1152075,6,1.37,"S","DOWNING",32.1302,-85.9987,327812,8559922
202402,187583,1152076,1,1.46,"WNW","HURTSBORO",32.2575,-85.4233,3215450,8525398
202402,187583,1152076,2,.51,"W","GIRARD",32.4487,-85.0086,3226922,85516
202402,187583,1152076,3,2.63,"N","PHENIX CITY",32.5079,-85.0045,3230474,85270
202402,187583,1152076,4,2.42,"NNE","LADONIA",32.5028,-85.0553,3230168,853318
202402,187583,1152076,5,2.67,"NW","UNLAND",32.4464,-85.3134,3226784,8518804
202402,187583,1152076,6,3.89,"NW","UCHEE",32.3932,-85.3927,3223592,8523562
202402,187583,1152081,1,1.46,"WNW","STONEWALL",32.5798,-85.0723,3234788,854338
202402,187583,1152081,2,1.96,"SSE","MITCHELL XRD",32.5024,-85.3923,3230144,8523538
202402,187583,1152081,3,3.17,"WNW","BUPREE",32.4793,-85.4032,3228758,8524192
202402,187583,1152081,4,3.08,"S","SMITHS",32.4759,-85.0622,3228554,853732
202402,187583,1152081,5,.76,"SE","SMITHS",32.5115,-85.0617,3230690,853702
202402,187583,1152081,6,3.78,"E","SMITHS",32.5127,-85.0058,3230762,85348
202402,187583,1152104,1,1.13,"NE","OSANIPPA",32.7426,-85.1376,3244556,858256
202402,187583,1152104,2,1.35,"WNW","STONEWALL",32.5769,-85.0717,3234614,854302
202402,187583,1152104,3,4.45,"SW","MITCHELL XRD",32.4834,-85.4528,3229004,8527168
202402,187583,1152104,4,1.23,"W","LOACHAPOKA",32.5971,-85.6009,3235826,8536054
202402,187583,1152104,5,1.8,"N","MIDDLE BROOKS XRDS",32.7255,-85.5742,3243530,8534452
202402,187583,1152155,1,2.49,"ESE","NOTASULGA",32.5552,-85.6311,3233312,8537866
202402,187583,1152155,2,1.56,"SSW","TYSONVILLE",32.3779,-86.0057,3222674,86342
202402,187583,1152155,3,2.33,"SSW","HARDAWAY",32.2508,-85.8701,3215048,8552206
202402,187583,1152155,4,2.04,"NNE","BOROM",32.3269,-85.4355,3219614,8526130
202402,187583,1152155,5,3.42,"NNE","SOCIETY HILL",32.4785,-85.4385,3228710,8526310
202402,187583,1152156,1,1.76,"NNE","TUSKEGEE MOTON ARPT",32.4913,-85.6635,3229478,8539810
202402,187583,1152156,2,1.51,"ENE","TUSKEGEE",32.4365,-85.6754,3226190,8540524
202402,187583,1152156,3,1.01,"SSW","PLEASANT HILL",32.4368,-85.6276,3226208,8537656
202402,187583,1152156,4,2.93,"N","PLEASANT HILL",32.4924,-85.6223,3229544,8537338
202402,187583,1152167,1,2.08,"SSW","HURTSBORO",32.2245,-85.419,3213470,8525140
202402,187583,1152167,2,4.65,"WNW","UCHEE",32.3838,-85.419,3223028,8525140
202402,187583,1152167,3,.2,"ESE","GIRARD",32.4493,-84.9967,3226958,8459802
202402,187583,1152167,4,.93,"SSE","OSWICHEE",32.2677,-84.9936,3216062,8459616
202402,187583,1152170,1,2.06,"S","HUNTER",32.3502,-86.4184,3221012,8625104
202402,187583,1152170,2,1.16,"NNW","(MGM)MONTGOMERY ARPT",32.3144,-86.4102,3218864,8624612
202402,187583,1152170,3,2.46,"NE","HOPE HULL",32.2993,-86.3259,3217958,8619554
202402,187583,1152170,4,4.02,"SSW","MONTGOMERY",32.3238,-86.3177,3219428,8619062
202402,187583,1152170,5,2.45,"SE","HUNTER",32.3581,-86.387,3221486,8623220
202402,187597,1162448,1,1.33,"WNW","PHIL CAMPBELL",34.36,-87.72,3421600,8743200
202402,187597,1162449,1,.69,"N","SPRUCE PINE",34.39,-87.73,3423400,8743800
202402,187597,1162450,1,0,"N","VINEMONT",34.25,-86.87,3415000,8652200
202402,187597,1162451,1,1.14,"E","CHIGGER HILL",34.4,-86,3424000,8600
202402,187597,1162453,1,1.02,"SSW","PLEASANT RIDGE",34.4864,-87.6869,3429184,8741214
202402,187632,1152174,1,1.23,"WNW","DITTY",36.1082,-85.5995,366492,8535970
202402,187632,1152174,2,1.07,"SSE","DITTY",36.085,-85.5755,365100,8534530
202402,187632,1152174,3,2.5,"SE","WILHITE",36.1028,-85.4906,366168,8529436
202402,187632,1152174,4,1.77,"NNW","CANEY FORK",36.1433,-85.4633,368598,8527798
202402,187632,1152174,5,.33,"W","ALGOOD",36.2,-85.4359,3612000,8526154
202402,187632,1152174,6,1.32,"WSW","COOKEVILLE ARPT",36.1949,-85.5029,3611694,8530174
202402,187686,1152401,1,6.01,"NNW","PLAYALINDA BEACH",28.6336,-80.8075,2838016,8048450
202402,187686,1152402,1,6.48,"NNE","PLAYALINDA BEACH",28.64,-80.75,2838400,8045000
202402,187686,1152403,1,5.28,"ESE","PLAYALINDA BEACH",28.52,-80.7,2831200,8042000
202402,187687,1152407,1,.61,"W","TAVARES",28.8,-81.73,2848000,8143800
202402,187687,1152410,1,.92,"SE","OCOEE",28.56,-81.52,2833600,8131200
202402,187687,1152411,1,2.29,"SE","OCOEE",28.55,-81.5,2833000,8130000
202402,187687,1152412,1,1.38,"S","OCOEE",28.55,-81.53,2833000,8131800
202402,187687,1152413,1,3.33,"WNW","LAKE PICKETT",28.6,-81.17,2836000,8110200
202402,187711,1152699,1,.69,"N","WINTON",37.39,-120.62,3723400,12037200
202402,187711,1152699,2,.63,"N","WINTON",37.3891,-120.6198,3723346,12037188
202402,187711,1152699,3,.66,"NNE","WINTON",37.3893,-120.6174,3723358,12037044
202402,187711,1152699,4,.68,"N","WINTON",37.3898,-120.6182,3723388,12037092
202402,187711,1152700,1,3.24,"N","SNELLING",37.5668,-120.4273,3734008,12025638
202402,187711,1152700,2,3.33,"N","SNELLING",37.5677,-120.4219,3734062,12025314
202402,187711,1152700,3,3,"N","SNELLING",37.563,-120.4221,3733780,12025326
202402,187711,1152700,4,2.98,"N","SNELLING",37.5631,-120.4276,3733786,12025656
202402,187711,1152701,1,.68,"WNW","FERGUS",37.3335,-120.5615,3720010,12033690
202402,187711,1152701,2,.84,"WSW","FERGUS",37.3273,-120.5649,3719638,12033894
202402,187711,1152701,3,1.23,"W","FERGUS",37.3295,-120.5724,3719770,12034344
202402,187711,1152701,4,1.09,"WNW","FERGUS",37.335,-120.5689,3720100,12034134
202402,187711,1152702,1,.21,"NNE","SNELLING",37.5229,-120.4291,3731374,12025746
202402,187711,1152702,2,.33,"N","SNELLING",37.5247,-120.429,3731482,12025740
202402,187711,1152702,3,.32,"N","SNELLING",37.5246,-120.4311,3731476,12025866
202402,187711,1152702,4,.18,"N","SNELLING",37.5225,-120.4306,3731350,12025836
202402,187711,1152703,1,4.29,"SSE","HOPETON",37.42,-120.51,3725200,12030600
202402,187711,1152703,2,4.04,"S","HOPETON",37.4223,-120.5173,3725338,12031038
202402,187711,1152703,3,4.32,"NE","(MER)CASTLE AFB",37.4174,-120.5185,3725044,12031110
202402,187711,1152703,4,4.55,"NE","(MER)CASTLE AFB",37.4156,-120.5101,3724936,12030606
202402,187711,1152732,1,1.85,"S","ATWATER MUNI ARPT",37.3034,-120.6028,3718204,12036168
202402,187711,1152732,2,1.84,"S","ATWATER MUNI ARPT",37.3035,-120.6019,3718210,12036114
202402,187711,1152732,3,1.9,"S","ATWATER MUNI ARPT",37.3026,-120.6019,3718156,12036114
202402,187711,1152732,4,1.9,"S","ATWATER MUNI ARPT",37.3026,-120.6025,3718156,12036150
202402,187711,1152771,1,3.45,"N","KINGSBURG",36.57,-119.55,3634200,11933000
202402,187711,1152771,2,3.5,"N","KINGSBURG",36.5706,-119.5464,3634236,11932784
202402,187711,1152771,3,3.26,"N","KINGSBURG",36.5671,-119.5462,3634026,11932772
202402,187711,1152771,4,3.26,"N","KINGSBURG",36.5672,-119.5499,3634032,11932994
202402,187711,1152772,1,2.05,"NNW","RECTOR",36.3287,-119.2599,3619722,11915594
202402,187711,1152772,2,1.93,"NNW","RECTOR",36.3268,-119.2598,3619608,11915588
202402,187711,1152772,3,1.97,"NNW","RECTOR",36.327,-119.2615,3619620,11915690
202402,187711,1152772,4,2.07,"NNW","RECTOR",36.3285,-119.2614,3619710,11915684
202402,187711,1152773,1,.44,"ESE","VISALIA",36.3277,-119.2927,3619662,11917562
202402,187711,1152773,2,.48,"ESE","VISALIA",36.3279,-119.2917,3619674,11917502
202402,187711,1152773,3,.53,"ESE","VISALIA",36.3262,-119.2918,3619572,11917508
202402,187711,1152773,4,.49,"ESE","VISALIA",36.3261,-119.2927,3619566,11917562
202402,187711,1152774,1,4.87,"N","HOPETON",37.55,-120.54,3733000,12032400
202402,187711,1152774,2,5.03,"N","HOPETON",37.5526,-120.538,3733156,12032280
202402,187711,1152774,3,5.14,"N","HOPETON",37.554,-120.5406,3733240,12032436
202402,187711,1152774,4,5,"N","HOPETON",37.5517,-120.5428,3733102,12032568
202402,187711,1152775,1,1.17,"E","VISALIA",36.3272,-119.2792,3619632,11916752
202402,187711,1152775,2,1.25,"E","VISALIA",36.3269,-119.2779,3619614,11916674
202402,187711,1152775,3,1.27,"ESE","VISALIA",36.326,-119.2777,3619560,11916662
202402,187711,1152775,4,1.18,"ESE","VISALIA",36.3264,-119.2792,3619584,11916752
202402,187711,1152776,1,.5,"ESE","VISALIA",36.3276,-119.2916,3619656,11917496
202402,187711,1152776,2,.55,"ESE","VISALIA",36.326,-119.2915,3619560,11917490
202402,187711,1152776,3,.72,"ESE","VISALIA",36.3261,-119.2881,3619566,11917286
202402,187711,1152776,4,.7,"ESE","VISALIA",36.3275,-119.2879,3619650,11917274
202402,187711,1152777,1,1.46,"S","LAS PALMAS",36.7288,-119.7004,3643728,11942024
202402,187711,1152777,2,1.43,"S","LAS PALMAS",36.7293,-119.699,3643758,11941940
202402,187711,1152838,1,1.41,"ENE","VISALIA",36.3384,-119.277,3620304,11916620
202402,187711,1152838,2,1.62,"ENE","VISALIA",36.3386,-119.2729,3620316,11916374
202402,187711,1152838,3,1.61,"ENE","VISALIA",36.3379,-119.2728,3620274,11916368
202402,187711,1152838,4,1.39,"ENE","VISALIA",36.3378,-119.277,3620268,11916620
202402,187906,1155084,2,1.82,"WNW","SAN MARGHERITA",40.0087,-83.1125,40522,836750
202402,187906,1155085,1,1.94,"SE","WRIGHTSVILLE",39.8497,-83.2246,3950982,8313476
202402,187906,1155085,2,1.86,"W","DARBYDALE",39.8505,-83.215,3951030,8312900
202402,187906,1155086,1,2.12,"W","HARRISBURG",39.8038,-83.2097,3948228,8312582
202402,187906,1155086,2,.4,"N","HARRISBURG",39.8057,-83.1687,3948342,8310122
202402,187906,1155087,1,.89,"SSW","GROVEPORT",39.8381,-82.8863,3950286,8253178
202402,187906,1155087,2,1.04,"E","CANAL WINCHESTER",39.8495,-82.8004,3950970,8248024
202402,187906,1155089,1,1.53,"N","BLACKLICK",40.0221,-82.8191,401326,8249146
202402,187906,1155089,2,2.81,"ESE","HEADLEYS CORNERS",40.0402,-82.7684,402412,8246104
202402,187906,1155090,1,2.65,"WSW","JERSEY",40.0402,-82.7684,402412,8246104
202402,187906,1155090,2,2.15,"WSW","GRANVILLE",40.0617,-82.5592,403702,8233552
202402,187906,1155951,1,2.31,"WSW","DARBY DAN ARPT",39.9223,-83.2424,3955338,8314544
202402,187906,1155951,2,.55,"NNW","COLUMBUS SOUTHWEST A",39.9274,-83.1836,3955644,8311016
202402,187906,1155955,1,1.73,"NW","WATERLOO",39.8495,-82.8004,3950970,8248024
202402,187906,1155955,2,1.54,"N","WATERLOO",39.852,-82.7758,3951120,8246548
202402,187906,1155982,1,.87,"SW","GRATIS",39.64,-84.54,3938400,8432400
202402,187906,1155983,1,2.58,"NNE","SUGAR VLY",39.7163,-84.7089,3942978,8442534
202402,187906,1155992,1,1.47,"W","GOES",39.7694,-83.9476,3946164,8356856
202402,187906,1155995,1,0,"N","GOES",39.77,-83.92,3946200,8355200
202402,187906,1155996,1,.53,"W","YELLOW SPGS",39.8,-83.89,3948000,8353400
202402,187906,1155999,1,0,"N","SPRINGFIELD ARPT",39.83,-83.83,3949800,8349800
202402,187906,1156000,1,1.46,"ENE","SPRINGFIELD ARPT",39.8402,-83.8059,3950412,8348354
202402,187906,1156001,1,1.06,"E","MAITLAND",39.93,-83.83,3955800,8349800
202402,187906,1156003,1,.87,"NW","SPRINGFIELD ARPT",39.84,-83.84,3950400,8350400
202402,187906,1156005,1,1.73,"ENE","HARMONY",39.93,-83.67,3955800,8340200
202402,187906,1156006,1,.53,"E","LONDON MADISON CO AR",39.93,-83.46,3955800,8327600
202402,187906,1156051,1,.53,"W","GROVE CITY",39.88,-83.09,3952800,835400
202402,187906,1156055,1,2.44,"ENE","COMMERCIAL PT",39.7812,-83.0264,3946872,831584
202402,187906,1156056,1,2.48,"WNW","DUVALLS",39.7898,-82.9891,3947388,8259346
202402,187906,1156057,1,1.48,"NNE","GAHANNA",40.04,-82.86,402400,8251600
202402,187906,1156058,1,0,"N","(LCK)RCKENBCKR ARPT",39.82,-82.93,3949200,8255800
202402,187906,1156059,1,1.72,"N","HAVENSPORT",39.8449,-82.67,3950694,8240200
202402,187906,1156060,1,.69,"S","STOUDERTOWN",39.86,-82.68,3951600,8240800
202402,187906,1156061,1,.87,"SE","GRANVILLE",40.06,-82.51,403600,8230600
202402,187951,1154350,1,4,"E","BARTLESVILLE",36.75,-95.9278,3645000,9555668
202402,187951,1154351,1,0,"N","SHIDLER",36.78,-96.65,3646800,9639000
202402,187951,1154352,1,3.63,"SSE","DEWEY",36.75,-95.91,3645000,9554600
202402,187973,1163609,1,4.14,"WSW","TEXAS CORNERS",42.17,-85.75,4210200,8545000
202402,187973,1163612,1,1.02,"E","DECATUR",42.12,-85.95,427200,8557000
202402,187973,1163616,1,.86,"SE","RENTON",42.27,-85.26,4216200,8515600
202402,187973,1163616,2,.86,"NW","WATTLES PARK",42.31,-85.11,4218600,856600
202402,187973,1163621,1,2.14,"SSW","CLIMAX",42.2,-85.34,4212000,8520400
202402,187973,1163622,1,3.16,"SSW","LAWTON",42.13,-85.88,427800,8552800
202402,187973,1163626,1,3.16,"NNW","MARSHALL",42.31,-84.98,4218600,8458800
202402,187973,1163626,2,2.55,"W","RICE CREEK",42.33,-84.87,4219800,8452200
202402,187973,1163627,1,1.02,"W","MILWOOD",42.25,-85.57,4215000,8534200
202402,187973,1163629,1,3.44,"SE","DECATUR",42.08,-85.93,424800,8555800
202402,187973,1163631,1,1.02,"W","MILWOOD",42.25,-85.57,4215000,8534200
202402,187973,1163633,1,2.58,"SE","BELLEVUE",42.42,-84.99,4225200,8459400
202402,187976,1154586,1,8.31,"S","ST PETERSBURG BEACH",27.61,-82.76,2736600,8245600
202402,187976,1154587,1,1.38,"S","LONGBOAT KEY",27.4,-82.57,2724000,8234200
202402,187977,1154584,1,0,"N","HOMOSASSA",28.78,-82.62,2846800,8237200
202402,187978,1154580,1,7.79,"NW","OLD TAMPA BAY",27.92,-82.68,2755200,8240800
202402,187979,1154809,1,1.42,"NE","BURBANK",37.3468,-121.9051,3720808,12154306
202402,187979,1154809,2,1.39,"NE","BURBANK",37.3465,-121.9054,3720790,12154324
202402,187979,1154809,3,1.35,"NE","BURBANK",37.3447,-121.9038,3720682,12154228
202402,187979,1154809,4,1.3,"NE","BURBANK",37.3426,-121.9024,3720556,12154144
202402,187979,1154809,5,1.23,"NE","BURBANK",37.3411,-121.9024,3720466,12154144
202402,187979,1154809,6,1.25,"NE","BURBANK",37.3411,-121.902,3720466,12154120
202402,187979,1154809,7,1.34,"NE","BURBANK",37.3428,-121.9017,3720568,12154102
202402,187979,1154809,8,1.38,"NE","BURBANK",37.3445,-121.9026,3720670,12154156
202402,187979,1154810,1,.74,"NNE","SAN FRANCISCO",37.7599,-122.4449,3745594,12226694
202402,187979,1154810,2,.71,"NNE","SAN FRANCISCO",37.7595,-122.4451,3745570,12226706
202402,187979,1154810,3,.71,"NNE","SAN FRANCISCO",37.7594,-122.4447,3745564,12226682
202402,187979,1154810,4,.74,"NNE","SAN FRANCISCO",37.7597,-122.4443,3745582,12226658
202402,187979,1154820,1,.78,"WNW","SPENCE",36.6249,-121.5827,3637494,12134962
202402,187979,1154820,2,.79,"WNW","SPENCE",36.6246,-121.5831,3637476,12134986
202402,187979,1154820,3,1.59,"S","SPRECKELS JCT",36.6474,-121.6145,3638844,12136870
202402,187979,1154820,4,.49,"SSW","SPRECKELS JCT",36.664,-121.6248,3639840,12137488
202402,187979,1154820,5,.72,"SW","SALINAS",36.6741,-121.6407,3640446,12138442
202402,187979,1154820,6,.71,"SW","SALINAS",36.6741,-121.6404,3640446,12138424
202402,187979,1154820,7,.48,"SSW","SPRECKELS JCT",36.6641,-121.6246,3639846,12137476
202402,187979,1154820,8,1.58,"SSE","SPRECKELS JCT",36.6476,-121.6144,3638856,12136864
202402,187979,1154824,1,1.48,"SSW","MIRABELL PARK",38.48,-122.91,3828800,12254600
202402,187979,1154824,2,1.49,"W","FORESTVILLE",38.4734,-122.9071,3828404,12254426
202402,187979,1154824,3,1.36,"W","FORESTVILLE",38.4734,-122.9048,3828404,12254288
202402,187979,1154824,4,1.39,"SSW","MIRABELL PARK",38.4806,-122.9066,3828836,12254396
202402,187979,1154866,1,1.3,"S","DOUGHERTY",37.7012,-121.9205,3742072,12155230
202402,187979,1154866,2,1.29,"S","DOUGHERTY",37.7013,-121.9205,3742078,12155230
202402,187979,1154866,3,1.28,"S","DOUGHERTY",37.7016,-121.9179,3742096,12155074
202402,187979,1154866,4,1.36,"SSE","DOUGHERTY",37.7017,-121.9109,3742102,12154654
202402,187979,1154866,5,1.38,"SSE","DOUGHERTY",37.7014,-121.9108,3742084,12154648
202402,187979,1154900,1,3.16,"E","SAN FRANCISCO",37.756,-122.3927,3745360,12223562
202402,187979,1154900,2,3.09,"NE","OCEAN VIEW",37.7536,-122.3928,3745216,12223568
202402,187979,1154900,3,3.06,"NE","OCEAN VIEW",37.753,-122.3928,3745180,12223568
202402,187979,1154900,4,3.12,"NE","OCEAN VIEW",37.7533,-122.3915,3745198,12223490
202402,187979,1154900,5,3.18,"E","SAN FRANCISCO",37.756,-122.3923,3745360,12223538
202402,187979,1154901,1,2.6,"WNW","COBURN",36.288,-121.1956,3617280,12111736
202402,187979,1154901,2,2.37,"W","COBURN",36.2845,-121.1922,3617070,12111532
202402,187979,1154901,3,2.36,"W","COBURN",36.2847,-121.192,3617082,12111520
202402,187979,1154901,4,2.58,"WNW","COBURN",36.2882,-121.1952,3617292,12111712
202402,187979,1154902,1,.75,"N","TRES PINOS",36.7906,-121.3226,3647436,12119356
202402,187979,1154902,2,.75,"N","TRES PINOS",36.7907,-121.3225,3647442,12119350
202402,187979,1154902,3,.76,"NNW","TRES PINOS",36.7908,-121.3228,3647448,12119368
202402,187979,1154902,4,.76,"NNW","TRES PINOS",36.7907,-121.3228,3647442,12119368
202402,187979,1154903,1,.39,"S","BADEN",37.6444,-122.451,3738664,12227060
202402,187979,1154903,2,.32,"S","BADEN",37.6454,-122.4495,3738724,12226970
202402,187979,1154903,3,.13,"W","BADEN",37.6497,-122.4523,3738982,12227138
202402,187979,1154903,4,.14,"WSW","BADEN",37.6496,-122.4526,3738976,12227156
202402,187979,1154904,1,2.15,"SW","EVERGREEN",37.28,-121.81,3716800,12148600
202402,187979,1154905,1,.88,"NE","SAN CARLOS",37.51,-122.27,3730600,12216200
202402,187981,1154591,1,.69,"N","BELT JCT",39.43,-87.38,3925800,8722800
202402,187981,1154592,1,.88,"SW","FREELANDVILLE",38.86,-87.31,3851600,8718600
202402,187981,1154593,1,1.06,"W","INDIANAPOLIS INTL AR",39.72,-86.3,3943200,8618000
202402,187981,1154594,1,0,"N","SHELBYVILLE MUNI ARP",39.58,-85.8,3934800,8548000
202402,187981,1156870,1,2.81,"N","BOWLING GREEN",39.42,-87.01,3925200,87600
202402,187981,1156871,1,3.58,"SE","MANHATTAN",39.5157,-86.8797,3930942,8652782
202402,187981,1156872,1,.87,"NE","MONROVIA",39.59,-86.47,3935400,8628200
202402,187981,1156881,1,1.38,"S","VERMONT",40.48,-86.03,4028800,861800
